xcentre,ycentre,zcentre,cut,zmin,oretype_pnd,meses,cus,mot,zmint,oretypet,dens,CAT,CATN,FASE
4200,7190,2862.5,0.14,1,11,dic-16,0.05,0.001,LIX,LAS,2.6,MED,1,42
3720,7210,2862.5,0.23666667,1,22,dic-16,0.18,0.001,LIX,OXML,2.6,IND,2,42
3720,7230,2862.5,0.125625,1,11,dic-16,0.07479167,0.001,LIX,LAS,2.6,MED,1,42
3740,7210,2847.5,0.48208333,3,23,dic-16,0.39625,0.001,OXI,OXAL,2.6,MED,1,19
3760,7210,2847.5,0.3475,3,22,dic-16,0.2425,0.001,OXI,OXML,2.6,INF,3,19N
3740,7230,2847.5,0.30333333,1,22,dic-16,0.22333333,0.001,LIX,OXML,2.6,IND,2,19N
3760,7230,2847.5,0.4,3,23,dic-16,0.3,0.001,OXI,OXAL,2.6,IND,2,19N
3740,7210,2862.5,0.555625,3,23,dic-16,0.47145833,0.001,OXI,OXAL,2.6,INF,3,19N
3760,7210,2862.5,0.44125,3,23,dic-16,0.32875,0.001,OXI,OXAL,2.6,MED,1,34
3740,7230,2862.5,0.404375,3,23,dic-16,0.320625,0.001,OXI,OXAL,2.6,MED,1,42
3760,7230,2862.5,0.48,3,23,dic-16,0.37,0.001,OXI,OXAL,2.6,IND,2,42
3780,7210,2847.5,0.2,1,22,dic-16,0.148125,0.001,LIX,OXML,2.6,MED,1,19
3780,7230,2847.5,0.308125,3,22,dic-16,0.225625,0.001,OXI,OXML,2.6,IND,2,19N
3800,7230,2847.5,0.23125,1,22,dic-16,0.17875,0.001,LIX,OXML,2.6,MED,1,42
3780,7210,2862.5,0.223125,1,22,dic-16,0.1575,0.001,LIX,OXML,2.6,MED,1,34
3780,7230,2862.5,0.385625,3,22,dic-16,0.288125,0.001,OXI,OXML,2.6,MED,1,34
4080,7210,2847.5,0.38,3,22,dic-16,0.28,0.001,OXI,OXML,2.6,MED,1,42
4080,7230,2847.5,0.34,3,22,dic-16,0.23,0.001,OXI,OXML,2.6,MED,1,19
4100,7210,2847.5,0.45791667,3,23,dic-16,0.32083333,0.001,OXI,OXAL,2.6,MED,1,19
4120,7210,2847.5,0.31270833,3,22,dic-16,0.200625,0.001,OXI,OXML,2.6,MED,1,19
4100,7230,2847.5,0.38,3,22,dic-16,0.26,0.001,OXI,OXML,2.6,MED,1,42
4120,7230,2847.5,0.22,1,22,dic-16,0.14333333,0.001,LIX,OXML,2.6,IND,2,19N
4140,7210,2847.5,0.19,1,12,dic-16,0.1,0.001,LIX,OXBL,2.6,IND,2,19N
4160,7210,2847.5,0.22,1,22,dic-16,0.10083333,0.001,LIX,OXML,2.6,INF,3,19N
4140,7230,2847.5,0.17,1,12,dic-16,0.08,0.001,LIX,OXBL,2.6,MED,1,19
4160,7230,2847.5,0.19,1,12,dic-16,0.12,0.001,LIX,OXBL,2.6,MED,1,34
4160,7210,2862.5,0.15,1,12,dic-16,0.07,0.001,LIX,OXBL,2.6,INF,3,19N
4140,7230,2862.5,0.23,1,22,dic-16,0.15333333,0.001,LIX,OXML,2.6,IND,2,42
4160,7230,2862.5,0.20208333,1,22,dic-16,0.14166667,0.001,LIX,OXML,2.6,INF,3,19N
4180,7210,2862.5,0.17,1,12,dic-16,0.06,0.001,LIX,OXBL,2.6,MED,1,19
4200,7210,2862.5,0.15,1,12,dic-16,0.05,0.001,LIX,OXBL,2.6,MED,1,42
4180,7230,2862.5,0.19,1,12,dic-16,0.11,0.001,LIX,OXBL,2.6,INF,3,19N
4200,7230,2862.5,0.16,1,12,dic-16,0.08,0.001,LIX,OXBL,2.6,MED,1,42
3720,7250,2862.5,0.13,1,11,dic-16,0.08,0.001,LIX,LAS,2.6,MED,1,34
3720,7270,2862.5,0.1,1,11,dic-16,0.07,0.001,LIX,LAS,2.6,MED,1,34
3740,7250,2847.5,0.12645833,1,11,dic-16,0.06604167,0.001,LIX,LAS,2.6,MED,1,34
3760,7250,2847.5,0.37625,3,22,dic-16,0.30770833,0.001,OXI,OXML,2.6,MED,1,34
3740,7270,2847.5,0.13,1,11,dic-16,0.07,0.001,LIX,LAS,2.6,MED,1,34
3760,7270,2847.5,0.20333333,1,22,dic-16,0.14,0.001,LIX,OXML,2.6,MED,1,34
3740,7250,2862.5,0.1675,1,12,dic-16,0.1125,0.001,LIX,OXBL,2.6,MED,1,34
3760,7250,2862.5,0.4175,3,23,dic-16,0.32,0.001,OXI,OXAL,2.6,INF,3,19N
3740,7270,2862.5,0.12,1,11,dic-16,0.08,0.001,LIX,LAS,2.6,IND,2,19N
3760,7270,2862.5,0.29416667,3,22,dic-16,0.20541667,0.001,OXI,OXML,2.6,MED,1,34
3780,7250,2847.5,0.3,3,22,dic-16,0.23,0.001,OXI,OXML,2.6,MED,1,42
3800,7250,2847.5,0.34416667,3,22,dic-16,0.2575,0.001,OXI,OXML,2.6,MED,1,42
3780,7270,2847.5,0.3,3,22,dic-16,0.19,0.001,OXI,OXML,2.6,INF,3,19N
3800,7270,2847.5,0.32,3,22,dic-16,0.2,0.001,OXI,OXML,2.6,MED,1,19
3780,7250,2862.5,0.44,3,23,dic-16,0.32,0.001,OXI,OXAL,2.6,IND,2,19N
3780,7270,2862.5,0.48,3,23,dic-16,0.29,0.001,OXI,OXAL,2.6,MED,1,19
3800,7270,2862.5,0.47,3,23,dic-16,0.32,0.001,OXI,OXAL,2.6,MED,1,34
3820,7270,2847.5,0.29166667,3,22,dic-16,0.215,0.001,OXI,OXML,2.6,MED,1,34
4080,7250,2847.5,0.35,3,22,dic-16,0.27,0.001,OXI,OXML,2.6,MED,1,42
4100,7250,2847.5,0.34,3,22,dic-16,0.24,0.001,OXI,OXML,2.6,IND,2,19N
4120,7250,2847.5,0.26625,1,22,dic-16,0.21125,0.001,LIX,OXML,2.6,MED,1,42
4100,7270,2847.5,0.48,3,23,dic-16,0.43,0.001,OXI,OXAL,2.6,MED,1,42
4120,7270,2847.5,0.388125,3,22,dic-16,0.34125,0.001,OXI,OXML,2.6,MED,1,19
4120,7250,2862.5,0.4075,3,23,dic-16,0.3275,0.001,OXI,OXAL,2.6,IND,2,19N
4140,7250,2847.5,0.13,1,11,dic-16,0.12,0.001,LIX,LAS,2.6,IND,2,19N
4160,7250,2847.5,0.15,1,12,dic-16,0.1,0.001,LIX,OXBL,2.6,MED,1,42
4140,7270,2847.5,0.15,1,12,dic-16,0.13,0.001,LIX,OXBL,2.6,MED,1,42
4160,7270,2847.5,0.16,1,12,dic-16,0.14,0.001,LIX,OXBL,2.6,IND,2,19N
4140,7250,2862.5,0.16333333,1,12,dic-16,0.11916667,0.001,LIX,OXBL,2.6,IND,2,42
4160,7250,2862.5,0.21916667,1,22,dic-16,0.18666667,0.001,LIX,OXML,2.6,MED,1,42
4140,7270,2862.5,0.14,1,11,dic-16,0.11,0.001,LIX,LAS,2.6,MED,1,19
4160,7270,2862.5,0.15,1,12,dic-16,0.1,0.001,LIX,OXBL,2.6,INF,3,19N
4180,7270,2847.5,0.18,1,12,dic-16,0.171,0.001,LIX,OXBL,2.6,MED,1,34
4180,7250,2862.5,0.2,1,22,dic-16,0.15,0.001,LIX,OXML,2.6,MED,1,42
4200,7250,2862.5,0.16,1,12,dic-16,0.1,0.001,LIX,OXBL,2.6,MED,1,42
4180,7270,2862.5,0.14,1,11,dic-16,0.11,0.001,LIX,LAS,2.6,MED,1,34
4200,7270,2862.5,0.15,1,12,dic-16,0.1,0.001,LIX,OXBL,2.6,MED,1,19
3720,7290,2862.5,0.1575,1,12,dic-16,0.11,0.001,LIX,OXBL,2.6,MED,1,19
3740,7290,2847.5,0.16479167,1,12,dic-16,0.11895833,0.001,LIX,OXBL,2.6,MED,1,42
3760,7290,2847.5,0.16291667,1,12,dic-16,0.10208333,0.001,LIX,OXBL,2.6,MED,1,19
3740,7310,2847.5,0.2275,3,22,dic-16,0.16625,0.001,OXI,OXML,2.6,INF,3,19N
3760,7310,2847.5,0.190625,1,12,dic-16,0.139375,0.001,LIX,OXBL,2.6,MED,1,19
3740,7290,2862.5,0.203125,1,22,dic-16,0.1425,0.001,LIX,OXML,2.6,MED,1,19
3760,7290,2862.5,0.15708333,1,12,dic-16,0.11666667,0.001,LIX,OXBL,2.6,MED,1,42
3740,7310,2862.5,0.25958333,3,22,dic-16,0.18541667,0.001,OXI,OXML,2.6,INF,3,19N
3760,7310,2862.5,0.21666667,1,22,dic-16,0.15625,0.001,LIX,OXML,2.6,MED,1,19
3780,7290,2847.5,0.296875,3,22,dic-16,0.16875,0.001,OXI,OXML,2.6,IND,2,19N
3800,7290,2847.5,0.34,3,22,dic-16,0.19,0.001,OXI,OXML,2.6,MED,1,19
3780,7310,2847.5,0.273125,3,22,dic-16,0.154375,0.001,OXI,OXML,2.6,MED,1,19
3800,7310,2847.5,0.36,3,22,dic-16,0.2,0.001,OXI,OXML,2.6,MED,1,34
3780,7290,2862.5,0.52,3,23,dic-16,0.31,0.001,OXI,OXAL,2.6,MED,1,19
3800,7290,2862.5,0.54,3,23,dic-16,0.32,0.001,OXI,OXAL,2.6,IND,2,19N
3780,7310,2862.5,0.36875,3,22,dic-16,0.23395833,0.001,OXI,OXML,2.6,MED,1,42
3800,7310,2862.5,0.54,3,23,dic-16,0.32,0.001,OXI,OXAL,2.6,MED,1,42
3820,7290,2847.5,0.34,3,22,dic-16,0.22,0.001,OXI,OXML,2.6,IND,2,19N
3820,7310,2847.5,0.42,3,23,dic-16,0.27,0.001,OXI,OXAL,2.6,MED,1,19
3840,7310,2847.5,0.34833333,3,22,dic-16,0.26666667,0.001,OXI,OXML,2.6,INF,3,19N
3820,7310,2862.5,0.49,3,23,dic-16,0.32,0.001,OXI,OXAL,2.6,MED,1,42
4100,7290,2847.5,0.36,3,22,dic-16,0.27,0.001,OXI,OXML,2.6,MED,1,42
4120,7290,2847.5,0.295,3,22,dic-16,0.20916667,0.001,OXI,OXML,2.6,IND,2,19N
4100,7310,2847.5,0.3,3,22,dic-16,0.23,0.001,OXI,OXML,2.6,MED,1,34
4120,7310,2847.5,0.305,3,22,dic-16,0.22166667,0.001,OXI,OXML,2.6,MED,1,34
4140,7290,2847.5,0.19,1,12,dic-16,0.13,0.001,LIX,OXBL,2.6,IND,2,19N
4160,7290,2847.5,0.18,1,12,dic-16,0.14,0.001,LIX,OXBL,2.6,MED,1,19
4140,7310,2847.5,0.184375,1,12,dic-16,0.135,0.001,LIX,OXBL,2.6,MED,1,42
4160,7310,2847.5,0.26,1,22,dic-16,0.2,0.001,LIX,OXML,2.6,MED,1,19
4140,7290,2862.5,0.285,1,22,dic-16,0.23,0.001,LIX,OXML,2.6,MED,1,34
4160,7290,2862.5,0.15,1,12,dic-16,0.1,0.001,LIX,OXBL,2.6,IND,2,42
4140,7310,2862.5,0.30958333,1,22,dic-16,0.27229167,0.001,LIX,OXML,2.6,MED,1,19
4160,7310,2862.5,0.24,1,22,dic-16,0.18,0.001,LIX,OXML,2.6,MED,1,42
4180,7290,2847.5,0.17,1,12,dic-16,0.1615,0.001,LIX,OXBL,2.6,MED,1,34
4180,7310,2847.5,0.28,1,22,dic-16,0.2,0.001,LIX,OXML,2.6,MED,1,34
4180,7290,2862.5,0.16,1,12,dic-16,0.152,0.001,LIX,OXBL,2.6,IND,2,42
4200,7290,2862.5,0.11,1,11,dic-16,0.08,0.001,LIX,LAS,2.6,MED,1,34
4180,7310,2862.5,0.28,1,22,dic-16,0.23,0.001,LIX,OXML,2.6,IND,2,19N
4200,7310,2862.5,0.13,1,11,dic-16,0.1235,0.001,LIX,LAS,2.6,IND,2,19N
3760,7330,2847.5,0.24666667,3,22,dic-16,0.17333333,0.001,OXI,OXML,2.6,MED,1,19
3760,7350,2847.5,0.165,1,12,dic-16,0.104375,0.001,LIX,OXBL,2.6,IND,2,19N
3740,7330,2862.5,0.160625,1,12,dic-16,0.106875,0.001,LIX,OXBL,2.6,INF,3,19N
3760,7330,2862.5,0.22708333,3,22,dic-16,0.16333333,0.001,OXI,OXML,2.6,MED,1,34
3760,7350,2862.5,0.14333333,1,11,dic-16,0.09270833,0.001,LIX,LAS,2.6,MED,1,42
3780,7330,2847.5,0.225,1,22,dic-16,0.15,0.001,LIX,OXML,2.6,MED,1,34
3800,7330,2847.5,0.42,3,23,dic-16,0.26,0.001,OXI,OXAL,2.6,MED,1,19
3780,7350,2847.5,0.19,1,12,dic-16,0.12,0.001,LIX,OXBL,2.6,IND,2,19N
3800,7350,2847.5,0.28833333,3,22,dic-16,0.18333333,0.001,OXI,OXML,2.6,MED,1,34
3780,7330,2862.5,0.2,1,22,dic-16,0.125,0.001,LIX,OXML,2.6,MED,1,34
3800,7330,2862.5,0.58,3,23,dic-16,0.34,0.001,OXI,OXAL,2.6,MED,1,19
3780,7350,2862.5,0.15,1,12,dic-16,0.09,0.001,LIX,OXBL,2.6,MED,1,19
3800,7350,2862.5,0.34125,3,22,dic-16,0.2225,0.001,OXI,OXML,2.6,MED,1,42
3820,7330,2847.5,0.42,3,23,dic-16,0.26,0.001,OXI,OXAL,2.6,MED,1,19
3840,7330,2847.5,0.394375,3,22,dic-16,0.3075,0.001,OXI,OXML,2.6,MED,1,19
3820,7350,2847.5,0.42,3,23,dic-16,0.3,0.001,OXI,OXAL,2.6,IND,2,19N
3840,7350,2847.5,0.5,3,23,dic-16,0.39,0.001,OXI,OXAL,2.6,MED,1,34
3820,7330,2862.5,0.49,3,23,dic-16,0.29,0.001,OXI,OXAL,2.6,MED,1,42
3840,7330,2862.5,0.45,3,23,dic-16,0.31,0.001,OXI,OXAL,2.6,MED,1,42
3820,7350,2862.5,0.47,3,23,dic-16,0.31,0.001,OXI,OXAL,2.6,INF,3,19N
3840,7350,2862.5,0.52,3,23,dic-16,0.39,0.001,OXI,OXAL,2.6,MED,1,42
3860,7350,2847.5,0.44,3,23,dic-16,0.36,0.001,OXI,OXAL,2.6,MED,1,19
4100,7330,2847.5,0.35,3,22,dic-16,0.26,0.001,OXI,OXML,2.6,MED,1,42
4120,7330,2847.5,0.25916667,3,22,dic-16,0.18333333,0.001,OXI,OXML,2.6,IND,2,19N
4120,7350,2847.5,0.25875,3,22,dic-16,0.200625,0.001,OXI,OXML,2.6,INF,3,19N
4140,7330,2847.5,0.13,1,11,dic-16,0.08,0.001,LIX,LAS,2.6,MED,1,42
4160,7330,2847.5,0.23,1,22,dic-16,0.17,0.001,LIX,OXML,2.6,IND,2,19N
4140,7350,2847.5,0.16791667,1,12,dic-16,0.09791667,0.001,LIX,OXBL,2.6,IND,2,42
4160,7350,2847.5,0.27166667,1,22,dic-16,0.20333333,0.001,LIX,OXML,2.6,INF,3,19N
4140,7330,2862.5,0.20729167,1,22,dic-16,0.15729167,0.001,LIX,OXML,2.6,INF,3,19N
4160,7330,2862.5,0.25,1,22,dic-16,0.18,0.001,LIX,OXML,2.6,MED,1,42
4140,7350,2862.5,0.22854167,1,22,dic-16,0.19166667,0.001,LIX,OXML,2.6,MED,1,34
4160,7350,2862.5,0.33125,1,22,dic-16,0.265,0.001,LIX,OXML,2.6,MED,1,42
4180,7330,2847.5,0.36,1,22,dic-16,0.3,0.001,LIX,OXML,2.6,MED,1,42
4180,7330,2862.5,0.38,1,22,dic-16,0.31,0.001,LIX,OXML,2.6,MED,1,42
4200,7330,2862.5,0.28,1,22,dic-16,0.23,0.001,LIX,OXML,2.6,IND,2,19N
4180,7350,2862.5,0.33,1,22,dic-16,0.27,0.001,LIX,OXML,2.6,MED,1,19
3760,7370,2862.5,0.14,1,11,dic-16,0.09,0.001,LIX,LAS,2.6,MED,1,19
3780,7370,2847.5,0.18,1,12,dic-16,0.11,0.001,LIX,OXBL,2.6,MED,1,19
3800,7370,2847.5,0.18083333,1,12,dic-16,0.11083333,0.001,LIX,OXBL,2.6,MED,1,42
3780,7390,2847.5,0.17,1,12,dic-16,0.1,0.001,LIX,OXBL,2.6,MED,1,19
3800,7390,2847.5,0.15,1,12,dic-16,0.07,0.001,LIX,OXBL,2.6,MED,1,19
3780,7370,2862.5,0.14,1,11,dic-16,0.09,0.001,LIX,LAS,2.6,MED,1,19
3800,7370,2862.5,0.2,1,22,dic-16,0.1375,0.001,LIX,OXML,2.6,INF,3,19N
3780,7390,2862.5,0.13,1,11,dic-16,0.08,0.001,LIX,LAS,2.6,MED,1,42
3800,7390,2862.5,0.13,1,11,dic-16,0.07,0.001,LIX,LAS,2.6,MED,1,19
3820,7370,2847.5,0.375,3,22,dic-16,0.285625,0.001,OXI,OXML,2.6,INF,3,19N
3840,7370,2847.5,0.48,3,23,dic-16,0.38,0.001,OXI,OXAL,2.6,MED,1,19
3820,7390,2847.5,0.285,3,22,dic-16,0.215,0.001,OXI,OXML,2.6,MED,1,34
3840,7390,2847.5,0.35,3,22,dic-16,0.28,0.001,OXI,OXML,2.6,MED,1,19
3820,7370,2862.5,0.35,3,22,dic-16,0.27,0.001,OXI,OXML,2.6,MED,1,34
3840,7370,2862.5,0.41,3,23,dic-16,0.29,0.001,OXI,OXAL,2.6,MED,1,19
3820,7390,2862.5,0.28625,3,22,dic-16,0.2075,0.001,OXI,OXML,2.6,MED,1,19
3840,7390,2862.5,0.42,3,23,dic-16,0.31,0.001,OXI,OXAL,2.6,MED,1,34
3860,7370,2847.5,0.45,3,23,dic-16,0.37,0.001,OXI,OXAL,2.6,MED,1,19
3880,7370,2847.5,0.63,3,23,dic-16,0.53,0.001,OXI,OXAL,2.6,MED,1,19
3860,7390,2847.5,0.44,3,23,dic-16,0.36,0.001,OXI,OXAL,2.6,IND,2,19N
3880,7390,2847.5,0.58,3,23,dic-16,0.47,0.001,OXI,OXAL,2.6,MED,1,19
3860,7370,2862.5,0.47,3,23,dic-16,0.36,0.001,OXI,OXAL,2.6,MED,1,34
3880,7370,2862.5,0.61020833,3,23,nov-16,0.48166667,0.001,OXI,OXAL,2.6,MED,1,19
3860,7390,2862.5,0.46,3,23,dic-16,0.36,0.001,OXI,OXAL,2.6,MED,1,34
3880,7390,2862.5,0.61,3,23,dic-16,0.48,0.001,OXI,OXAL,2.6,MED,1,34
3900,7390,2847.5,0.63,3,23,dic-16,0.52,0.001,OXI,OXAL,2.6,MED,1,19
3920,7390,2847.5,0.44,3,23,dic-16,0.33,0.001,OXI,OXAL,2.6,MED,1,34
3900,7390,2862.5,0.7,3,23,nov-16,0.57,0.001,OXI,OXAL,2.6,MED,1,19
4080,7390,2847.5,0.34,3,22,dic-16,0.19916667,0.001,OXI,OXML,2.6,MED,1,19
4100,7370,2847.5,0.38916667,3,22,dic-16,0.3025,0.001,OXI,OXML,2.6,MED,1,42
4120,7370,2847.5,0.286875,3,22,dic-16,0.22166667,0.001,OXI,OXML,2.6,MED,1,19
4100,7390,2847.5,0.21541667,1,22,dic-16,0.16291667,0.001,LIX,OXML,2.6,MED,1,42
4120,7390,2847.5,0.216875,1,22,dic-16,0.16625,0.001,LIX,OXML,2.6,MED,1,42
4120,7370,2862.5,0.31333333,3,22,dic-16,0.24333333,0.001,OXI,OXML,2.6,MED,1,34
4100,7390,2862.5,0.290625,3,22,dic-16,0.19895833,0.001,OXI,OXML,2.6,IND,2,42
4120,7390,2862.5,0.25708333,1,22,dic-16,0.185,0.001,LIX,OXML,2.6,MED,1,19
4140,7370,2847.5,0.2275,1,22,dic-16,0.17125,0.001,LIX,OXML,2.6,MED,1,34
4160,7370,2847.5,0.32875,3,22,dic-16,0.245,0.001,OXI,OXML,2.6,MED,1,34
4140,7390,2847.5,0.305,1,22,dic-16,0.225,0.001,LIX,OXML,2.6,INF,3,19N
4140,7370,2862.5,0.28,3,22,dic-16,0.21125,0.001,OXI,OXML,2.6,MED,1,19
4160,7370,2862.5,0.349375,3,22,dic-16,0.261875,0.001,OXI,OXML,2.6,MED,1,19
4140,7390,2862.5,0.304375,3,22,dic-16,0.23625,0.001,OXI,OXML,2.6,INF,3,19N
4160,7390,2862.5,0.33,3,22,dic-16,0.25,0.001,OXI,OXML,2.6,MED,1,34
4180,7370,2862.5,0.25,1,22,dic-16,0.17333333,0.001,LIX,OXML,2.6,INF,3,19N
3800,7410,2847.5,0.15,1,12,dic-16,0.07,0.001,LIX,OXBL,2.6,MED,1,34
3800,7430,2847.5,0.17791667,1,12,dic-16,0.10666667,0.001,LIX,OXBL,2.6,MED,1,34
3780,7410,2862.5,0.16,1,12,dic-16,0.11,0.001,LIX,OXBL,2.6,INF,3,19N
3800,7410,2862.5,0.12,1,11,dic-16,0.06,0.001,LIX,LAS,2.6,MED,1,19
3800,7430,2862.5,0.16791667,1,12,dic-16,0.11208333,0.001,LIX,OXBL,2.6,IND,2,19N
3820,7410,2847.5,0.22,1,22,dic-16,0.14,0.001,LIX,OXML,2.6,IND,2,42
3840,7410,2847.5,0.28,3,22,dic-16,0.23,0.001,OXI,OXML,2.6,MED,1,42
3820,7430,2847.5,0.26708333,1,22,dic-16,0.17875,0.001,LIX,OXML,2.6,MED,1,34
3840,7430,2847.5,0.286875,3,22,dic-16,0.216875,0.001,OXI,OXML,2.6,MED,1,19
3820,7410,2862.5,0.21166667,1,22,dic-16,0.1475,0.001,LIX,OXML,2.6,IND,2,19N
3840,7410,2862.5,0.34,3,22,dic-16,0.26,0.001,OXI,OXML,2.6,IND,2,19N
3820,7430,2862.5,0.33333333,3,22,dic-16,0.25,0.001,OXI,OXML,2.6,MED,1,42
3840,7430,2862.5,0.33041667,3,22,dic-16,0.25854167,0.001,OXI,OXML,2.6,MED,1,19
3860,7410,2847.5,0.49,3,23,dic-16,0.41,0.001,OXI,OXAL,2.6,MED,1,42
3880,7410,2847.5,0.59,3,23,dic-16,0.49,0.001,OXI,OXAL,2.6,MED,1,34
3860,7430,2847.5,0.395625,3,22,dic-16,0.32125,0.001,OXI,OXML,2.6,INF,3,19N
3880,7430,2847.5,0.44333333,3,23,dic-16,0.36583333,0.001,OXI,OXAL,2.6,MED,1,42
3860,7410,2862.5,0.5,3,23,dic-16,0.39,0.001,OXI,OXAL,2.6,MED,1,34
3880,7410,2862.5,0.58,3,23,dic-16,0.46,0.001,OXI,OXAL,2.6,MED,1,42
3860,7430,2862.5,0.52416667,3,23,dic-16,0.41666667,0.001,OXI,OXAL,2.6,IND,2,19N
3880,7430,2862.5,0.5,3,23,dic-16,0.39,0.001,OXI,OXAL,2.6,IND,2,19N
3900,7410,2847.5,0.66,3,23,dic-16,0.54,0.001,OXI,OXAL,2.6,MED,1,34
3920,7410,2847.5,0.62,3,23,dic-16,0.48,0.001,OXI,OXAL,2.6,IND,2,42
3900,7430,2847.5,0.66,3,23,dic-16,0.55,0.001,OXI,OXAL,2.6,IND,2,42
3920,7430,2847.5,0.77,3,23,dic-16,0.6,0.001,OXI,OXAL,2.6,IND,2,42
3900,7410,2862.5,0.69,3,23,dic-16,0.55,0.001,OXI,OXAL,2.6,MED,1,42
3920,7410,2862.5,0.63,3,23,dic-16,0.51,0.001,OXI,OXAL,2.6,MED,1,34
3900,7430,2862.5,0.75,3,23,dic-16,0.61,0.001,OXI,OXAL,2.6,MED,1,34
3920,7430,2862.5,0.68,3,23,dic-16,0.56,0.001,OXI,OXAL,2.6,MED,1,34
3940,7410,2847.5,0.64,3,23,dic-16,0.47,0.001,OXI,OXAL,2.6,MED,1,42
3960,7410,2847.5,0.4,3,23,dic-16,0.32,0.001,OXI,OXAL,2.6,MED,1,19
3940,7430,2847.5,0.59,3,23,dic-16,0.44,0.001,OXI,OXAL,2.6,MED,1,34
3960,7430,2847.5,0.58,3,23,dic-16,0.42,0.001,OXI,OXAL,2.6,IND,2,19N
3940,7430,2862.5,0.49,3,23,dic-16,0.42,0.001,OXI,OXAL,2.6,IND,2,19N
3980,7430,2847.5,0.203125,3,22,dic-16,0.12125,0.001,OXI,OXML,2.6,INF,3,19N
4000,7430,2862.5,0.29333333,1,22,dic-16,0.17666667,0.001,LIX,OXML,2.6,MED,1,34
4020,7430,2847.5,0.1,1,11,dic-16,0.06,0.001,LIX,LAS,2.6,MED,1,42
4040,7430,2847.5,0.14,1,11,dic-16,0.11,0.001,LIX,LAS,2.6,IND,2,19N
4020,7430,2862.5,0.2,1,22,dic-16,0.13,0.001,LIX,OXML,2.6,MED,1,42
4040,7430,2862.5,0.21,1,22,dic-16,0.17,0.001,LIX,OXML,2.6,IND,2,19N
4060,7410,2847.5,0.33,3,22,dic-16,0.18,0.001,OXI,OXML,2.6,MED,1,19
4080,7410,2847.5,0.391875,3,22,dic-16,0.2325,0.001,OXI,OXML,2.6,MED,1,34
4060,7430,2847.5,0.3325,3,22,dic-16,0.2325,0.001,OXI,OXML,2.6,INF,3,19N
4080,7430,2847.5,0.49625,3,23,dic-16,0.32083333,0.001,OXI,OXAL,2.6,MED,1,34
4060,7410,2862.5,0.33,3,22,dic-16,0.17,0.001,OXI,OXML,2.6,MED,1,34
4080,7410,2862.5,0.42395833,3,23,dic-16,0.23645833,0.001,OXI,OXAL,2.6,IND,2,19N
4060,7430,2862.5,0.363125,3,22,dic-16,0.2475,0.001,OXI,OXML,2.6,MED,1,19
4080,7430,2862.5,0.51,3,23,dic-16,0.33,0.001,OXI,OXAL,2.6,MED,1,19
4100,7410,2847.5,0.19,1,12,dic-16,0.11,0.001,LIX,OXBL,2.6,IND,2,42
4120,7410,2847.5,0.21,1,22,dic-16,0.15,0.001,LIX,OXML,2.6,INF,3,19N
4100,7430,2847.5,0.18,1,12,dic-16,0.1,0.001,LIX,OXBL,2.6,MED,1,34
4120,7430,2847.5,0.1725,1,12,dic-16,0.09958333,0.001,LIX,OXBL,2.6,MED,1,19
4100,7410,2862.5,0.18333333,1,12,dic-16,0.1,0.001,LIX,OXBL,2.6,MED,1,42
4120,7410,2862.5,0.2,1,12,dic-16,0.13,0.001,LIX,OXBL,2.6,MED,1,34
4100,7430,2862.5,0.215,1,22,dic-16,0.105,0.001,LIX,OXML,2.6,MED,1,34
4120,7430,2862.5,0.19,1,12,dic-16,0.1,0.001,LIX,OXBL,2.6,MED,1,42
4140,7410,2847.5,0.22,1,22,dic-16,0.16625,0.001,LIX,OXML,2.6,MED,1,19
4140,7410,2862.5,0.2575,1,22,dic-16,0.2075,0.001,LIX,OXML,2.6,INF,3,19N
4160,7410,2862.5,0.4,3,23,dic-16,0.29,0.001,OXI,OXAL,2.6,MED,1,19
4140,7430,2862.5,0.21,1,22,dic-16,0.14,0.001,LIX,OXML,2.6,MED,1,19
3800,7450,2862.5,0.17229167,1,12,dic-16,0.11604167,0.001,LIX,OXBL,2.6,MED,1,19
3800,7470,2862.5,0.17,1,12,dic-16,0.13,0.001,LIX,OXBL,2.6,MED,1,34
3820,7450,2847.5,0.41916667,3,23,dic-16,0.29166667,0.001,OXI,OXAL,2.6,MED,1,34
3840,7450,2847.5,0.31020833,3,22,dic-16,0.21895833,0.001,OXI,OXML,2.6,IND,2,19N
3820,7470,2847.5,0.2925,3,22,dic-16,0.18,0.001,OXI,OXML,2.6,MED,1,34
3840,7470,2847.5,0.47,3,23,dic-16,0.32,0.001,OXI,OXAL,2.6,MED,1,19
3820,7450,2862.5,0.47,3,23,dic-16,0.36,0.001,OXI,OXAL,2.6,MED,1,34
3840,7450,2862.5,0.39125,3,22,dic-16,0.290625,0.001,OXI,OXML,2.6,MED,1,34
3820,7470,2862.5,0.39,3,22,dic-16,0.28166667,0.001,OXI,OXML,2.6,MED,1,19
3840,7470,2862.5,0.46,3,23,dic-16,0.32,0.001,OXI,OXAL,2.6,IND,2,42
3860,7450,2847.5,0.37,3,22,dic-16,0.29333333,0.001,OXI,OXML,2.6,MED,1,19
3880,7450,2847.5,0.380625,3,22,dic-16,0.30125,0.001,OXI,OXML,2.6,MED,1,19
3860,7470,2847.5,0.37,3,22,dic-16,0.28,0.001,OXI,OXML,2.6,INF,3,19N
