xcentre,ycentre,zcentre,cut,zmin,oretype_pnd,meses,cus,mot
4740,9630,2997.500000,0.140000,1,11,oct-16,0.060000,10,
4760,9630,2997.500000,0.120000,1,11,oct-16,0.050000,10,
4740,9610,3012.500000,0.100000,1,11,sept-16,0.040000,10,
4760,9610,3012.500000,0.100000,1,11,oct-16,0.030000,10,
4740,9630,3012.500000,0.110000,1,11,sept-16,0.050000,10,
4760,9630,3012.500000,0.080000,1,11,oct-16,0.020000,10,
4780,9610,2997.500000,0.120000,1,11,nov-16,0.050000,10,
4800,9610,2997.500000,0.120000,1,11,nov-16,0.050000,10,
4780,9630,2997.500000,0.120000,1,11,nov-16,0.050000,10,
4800,9630,2997.500000,0.130000,1,11,nov-16,0.050000,10,
4780,9610,3012.500000,0.120000,1,11,oct-16,0.040000,10,
4800,9610,3012.500000,0.110000,1,11,oct-16,0.040000,10,
4780,9630,3012.500000,0.100000,1,11,oct-16,0.040000,10,
4800,9630,3012.500000,0.110000,1,11,oct-16,0.040000,10,
4820,9610,3012.500000,0.070000,1,11,oct-16,0.020000,10,
4820,9630,3012.500000,0.060000,1,11,oct-16,0.020000,10,
4600,9650,2997.500000,0.080000,1,11,nov-16,0.020000,10,
4600,9670,2997.500000,0.080000,1,11,nov-16,0.020000,10,
4600,9650,3012.500000,0.075063,1,11,sept-16,0.018781,10,
4600,9670,3012.500000,0.090000,1,11,sept-16,0.020000,10,
4620,9650,2997.500000,0.090000,1,11,nov-16,0.030000,10,
4640,9650,2997.500000,0.090000,1,11,nov-16,0.030000,10,
4620,9670,2997.500000,0.090000,1,11,nov-16,0.030000,10,
4640,9670,2997.500000,0.080000,1,11,nov-16,0.030000,10,
4640,9650,3012.500000,0.080000,1,11,sept-16,0.030000,10,
4640,9670,3012.500000,0.080000,1,11,sept-16,0.030000,10,
4660,9650,2997.500000,0.080000,1,11,nov-16,0.030000,10,
4680,9650,2997.500000,0.090000,1,11,nov-16,0.040000,10,
4660,9670,2997.500000,0.090000,1,11,nov-16,0.040000,10,
4680,9670,2997.500000,0.090000,1,11,oct-16,0.030000,10,
4660,9650,3012.500000,0.090000,1,11,sept-16,0.040000,10,
4680,9650,3012.500000,0.080000,1,11,sept-16,0.040000,10,
4660,9670,3012.500000,0.080000,1,11,sept-16,0.040000,10,
4680,9670,3012.500000,0.100000,1,11,sept-16,0.040000,10,
4700,9650,2997.500000,0.120000,1,11,oct-16,0.050000,10,
4720,9650,2997.500000,0.130000,1,11,oct-16,0.060000,10,
4700,9670,2997.500000,0.110000,1,11,oct-16,0.040000,10,
4720,9670,2997.500000,0.120000,1,11,oct-16,0.040000,10,
4700,9650,3012.500000,0.110000,1,11,sept-16,0.050000,10,
4720,9650,3012.500000,0.110000,1,11,sept-16,0.050000,10,
4700,9670,3012.500000,0.110000,1,11,sept-16,0.040000,10,
4720,9670,3012.500000,0.100000,1,11,oct-16,0.040000,10,
4740,9650,2997.500000,0.120000,1,11,oct-16,0.060000,10,
4760,9650,2997.500000,0.150000,1,12,oct-16,0.070000,10,
4740,9670,2997.500000,0.120000,1,11,oct-16,0.050000,10,
4760,9670,2997.500000,0.140000,1,11,nov-16,0.060000,10,
4740,9650,3012.500000,0.110000,1,11,oct-16,0.040000,10,
4760,9650,3012.500000,0.060000,1,11,oct-16,0.020000,10,
4740,9670,3012.500000,0.080000,1,11,oct-16,0.020000,10,
4760,9670,3012.500000,0.070000,1,11,oct-16,0.020000,10,
4780,9650,2997.500000,0.120000,1,11,nov-16,0.050000,10,
4780,9670,2997.500000,0.170000,1,12,nov-16,0.070000,10,
4780,9650,3012.500000,0.090000,1,11,oct-16,0.030000,10,
4800,9650,3012.500000,0.070000,1,11,oct-16,0.030000,10,
4780,9670,3012.500000,0.100000,1,11,oct-16,0.040000,10,
4800,9670,3012.500000,0.050000,1,11,oct-16,0.020000,10,
4580,9690,2997.500000,0.080000,1,11,nov-16,0.020000,10,
4600,9690,2997.500000,0.100000,1,11,nov-16,0.030000,10,
4580,9710,2997.500000,0.110000,1,11,nov-16,0.030000,10,
4600,9710,2997.500000,0.130000,1,11,nov-16,0.040000,10,
4600,9690,3012.500000,0.090000,1,11,sept-16,0.020000,10,
4600,9710,3012.500000,0.100000,1,11,sept-16,0.030000,10,
4620,9690,2997.500000,0.100000,1,11,nov-16,0.040000,10,
4640,9690,2997.500000,0.100000,1,11,nov-16,0.040000,10,
4620,9710,2997.500000,0.123333,1,11,nov-16,0.055000,10,
4640,9710,2997.500000,0.090000,1,11,nov-16,0.030000,10,
4620,9690,3012.500000,0.090000,1,11,sept-16,0.020000,10,
4640,9690,3012.500000,0.070000,1,11,sept-16,0.030000,10,
4620,9710,3012.500000,0.080000,1,11,sept-16,0.020000,10,
4640,9710,3012.500000,0.080000,1,11,sept-16,0.030000,10,
4660,9690,2997.500000,0.060000,1,11,nov-16,0.020000,10,
4680,9690,2997.500000,0.070000,1,11,nov-16,0.020000,10,
4660,9710,2997.500000,0.070000,1,11,nov-16,0.020000,10,
4680,9710,2997.500000,0.070000,1,11,nov-16,0.010000,10,
4660,9690,3012.500000,0.080000,1,11,sept-16,0.030000,10,
4680,9690,3012.500000,0.080000,1,11,sept-16,0.020000,10,
4660,9710,3012.500000,0.070000,1,11,sept-16,0.030000,10,
4680,9710,3012.500000,0.080000,1,11,oct-16,0.020000,10,
4700,9690,2997.500000,0.090000,1,11,nov-16,0.030000,10,
4720,9690,2997.500000,0.110000,1,11,nov-16,0.040000,10,
4700,9710,2997.500000,0.080000,1,11,nov-16,0.020000,10,
4720,9710,2997.500000,0.100000,1,11,nov-16,0.030000,10,
4700,9690,3012.500000,0.080000,1,11,oct-16,0.020000,10,
4720,9690,3012.500000,0.080000,1,11,oct-16,0.020000,10,
4700,9710,3012.500000,0.080000,1,11,oct-16,0.020000,10,
4720,9710,3012.500000,0.070000,1,11,oct-16,0.020000,10,
4740,9690,2997.500000,0.110000,1,11,nov-16,0.040000,10,
4760,9690,2997.500000,0.120000,1,11,nov-16,0.050000,10,
4740,9710,2997.500000,0.120000,1,11,nov-16,0.050000,10,
4760,9710,2997.500000,0.110000,1,11,nov-16,0.040000,10,
4740,9690,3012.500000,0.070000,1,11,oct-16,0.020000,10,
4760,9690,3012.500000,0.070000,1,11,oct-16,0.020000,10,
4740,9710,3012.500000,0.080000,1,11,oct-16,0.030000,10,
4760,9710,3012.500000,0.080000,1,11,oct-16,0.030000,10,
4780,9690,2997.500000,0.130000,1,11,nov-16,0.060000,10,
4780,9710,2997.500000,0.060000,1,11,nov-16,0.030000,10,
4780,9690,3012.500000,0.090000,1,11,oct-16,0.030000,10,
4800,9690,3012.500000,0.050000,1,11,oct-16,0.020000,10,
4780,9710,3012.500000,0.040000,1,11,oct-16,0.020000,10,
4560,9730,2997.500000,0.100000,1,11,nov-16,0.030000,10,
4560,9750,2997.500000,0.130000,1,11,nov-16,0.050000,10,
4580,9730,2997.500000,0.130000,1,11,nov-16,0.050000,10,
4600,9730,2997.500000,0.140000,1,11,nov-16,0.050000,10,
4580,9750,2997.500000,0.140000,1,11,nov-16,0.060000,10,
4600,9750,2997.500000,0.120000,1,11,nov-16,0.040000,10,
4580,9730,3012.500000,0.110000,1,11,sept-16,0.030000,10,
4600,9730,3012.500000,0.130000,1,11,sept-16,0.040000,10,
4580,9750,3012.500000,0.140000,1,11,sept-16,0.060000,10,
4600,9750,3012.500000,0.130000,1,11,sept-16,0.050000,10,
4620,9730,2997.500000,0.100000,1,11,nov-16,0.030000,10,
4640,9730,2997.500000,0.070000,1,11,nov-16,0.020000,10,
4620,9750,2997.500000,0.080000,1,11,nov-16,0.020000,10,
4640,9750,2997.500000,0.080000,1,11,nov-16,0.020000,10,
4620,9730,3012.500000,0.090000,1,11,sept-16,0.030000,10,
4640,9730,3012.500000,0.070000,1,11,sept-16,0.020000,10,
4620,9750,3012.500000,0.068562,1,11,sept-16,0.019594,10,
4640,9750,3012.500000,0.062812,1,11,sept-16,0.017969,10,
4660,9730,2997.500000,0.120000,1,11,nov-16,0.045000,10,
4680,9730,2997.500000,0.100000,1,11,nov-16,0.030000,10,
4660,9750,2997.500000,0.160000,1,12,nov-16,0.065000,10,
4680,9750,2997.500000,0.100000,1,11,nov-16,0.030000,10,
4660,9730,3012.500000,0.080000,1,11,oct-16,0.020000,10,
4680,9730,3012.500000,0.110000,1,11,oct-16,0.040000,10,
4660,9750,3012.500000,0.088146,1,11,oct-16,0.029385,10,
4680,9750,3012.500000,0.100000,1,11,oct-16,0.030000,10,
4700,9730,2997.500000,0.080000,1,11,nov-16,0.030000,10,
4720,9730,2997.500000,0.080000,1,11,nov-16,0.030000,10,
4700,9750,2997.500000,0.100000,1,11,nov-16,0.040000,10,
4720,9750,2997.500000,0.060000,1,11,nov-16,0.030000,10,
4700,9730,3012.500000,0.100000,1,11,oct-16,0.030000,10,
4720,9730,3012.500000,0.070000,1,11,oct-16,0.020000,10,
4700,9750,3012.500000,0.110000,1,11,oct-16,0.040000,10,
4720,9750,3012.500000,0.060000,1,11,oct-16,0.030000,10,
4740,9730,2997.500000,0.070000,1,11,nov-16,0.030000,10,
4760,9730,2997.500000,0.100000,1,11,nov-16,0.050000,10,
4760,9750,2997.500000,0.060000,1,11,nov-16,0.030000,10,
4740,9730,3012.500000,0.050000,1,11,oct-16,0.020000,10,
4760,9730,3012.500000,0.070000,1,11,oct-16,0.030000,10,
4740,9750,3012.500000,0.060000,1,11,oct-16,0.030000,10,
4760,9750,3012.500000,0.040000,1,11,oct-16,0.030000,10,
4780,9730,2997.500000,0.040000,1,11,nov-16,0.020000,10,
4780,9750,2997.500000,0.040000,1,11,nov-16,0.020000,10,
4780,9730,3012.500000,0.050000,1,11,oct-16,0.020000,10,
4780,9750,3012.500000,0.050000,1,11,oct-16,0.030000,10,
4540,9770,2997.500000,0.565208,1,23,nov-16,0.481667,10,
4560,9770,2997.500000,0.548750,3,23,nov-16,0.466250,10,
4540,9790,2997.500000,0.830000,3,23,nov-16,0.680000,10,
4560,9790,2997.500000,0.356667,3,22,nov-16,0.296667,10,
4560,9770,3012.500000,0.188542,-99,-99,oct-16,0.149583,10,
4560,9790,3012.500000,0.074042,-99,11,oct-16,0.046187,10,
4580,9770,2997.500000,0.150000,1,12,nov-16,0.070000,10,
4600,9770,2997.500000,0.100000,1,11,nov-16,0.040000,10,
4580,9790,2997.500000,0.285000,3,22,nov-16,0.187500,10,
4600,9790,2997.500000,0.154375,1,12,nov-16,0.081250,10,
4580,9770,3012.500000,0.087000,1,11,oct-16,0.040167,10,
4600,9770,3012.500000,0.082750,1,11,oct-16,0.030125,10,
4600,9790,3012.500000,0.058146,-99,11,oct-16,0.033448,10,
4620,9770,2997.500000,0.090000,1,11,nov-16,0.020000,10,
4640,9770,2997.500000,0.080000,1,11,nov-16,0.020000,10,
4620,9790,2997.500000,0.080000,1,11,nov-16,0.020000,10,
4640,9790,2997.500000,0.110000,1,11,nov-16,0.020000,10,
4620,9770,3012.500000,0.060333,1,11,sept-16,0.020167,10,
4640,9770,3012.500000,0.052021,1,11,oct-16,0.013094,10,
4660,9770,2997.500000,0.110000,1,11,nov-16,0.030000,10,
4680,9770,2997.500000,0.130000,1,11,nov-16,0.040000,10,
4660,9790,2997.500000,0.130000,1,11,nov-16,0.030000,10,
4680,9790,2997.500000,0.140000,1,11,nov-16,0.040000,10,
4660,9770,3012.500000,0.089563,1,11,oct-16,0.024469,10,
4680,9770,3012.500000,0.120000,1,11,oct-16,0.050000,10,
4680,9790,3012.500000,0.160000,1,12,oct-16,0.050000,10,
4700,9770,2997.500000,0.090000,1,11,nov-16,0.030000,10,
4720,9770,2997.500000,0.070000,1,11,nov-16,0.030000,10,
4700,9790,2997.500000,0.080000,1,11,nov-16,0.030000,10,
4720,9790,2997.500000,0.040000,1,11,nov-16,0.020000,10,
4700,9770,3012.500000,0.110000,1,11,oct-16,0.040000,10,
4720,9770,3012.500000,0.070000,1,11,oct-16,0.030000,10,
4700,9790,3012.500000,0.100000,1,11,oct-16,0.040000,10,
4720,9790,3012.500000,0.050000,1,11,oct-16,0.030000,10,
4740,9770,2997.500000,0.040000,1,11,nov-16,0.020000,10,
4760,9770,2997.500000,0.020000,1,11,oct-16,0.010000,10,
4740,9790,2997.500000,0.030000,1,11,oct-16,0.020000,10,
4760,9790,2997.500000,0.020000,1,11,oct-16,0.010000,10,
4740,9770,3012.500000,0.040000,1,11,oct-16,0.030000,10,
4760,9770,3012.500000,0.030000,1,11,oct-16,0.020000,10,
4740,9790,3012.500000,0.030000,1,11,oct-16,0.020000,10,
4760,9790,3012.500000,0.030000,1,11,oct-16,0.020000,10,
4780,9770,3012.500000,0.030000,1,11,oct-16,0.010000,10,
4520,9810,2997.500000,0.940000,3,23,nov-16,0.810000,10,
4520,9830,2997.500000,0.660083,3,23,nov-16,0.513375,10,
4540,9810,2997.500000,0.810000,3,23,nov-16,0.640000,10,
4560,9810,2997.500000,0.400000,3,23,nov-16,0.260000,10,
4540,9830,2997.500000,0.558146,3,23,nov-16,0.430844,10,
4560,9830,2997.500000,0.400000,3,23,nov-16,0.230000,10,
4540,9810,3012.500000,0.001000,-99,11,oct-16,0.000500,10,
4560,9810,3012.500000,0.001000,-99,11,oct-16,0.000500,10,
4540,9830,3012.500000,0.001000,-99,11,oct-16,0.000500,10,
4580,9810,2997.500000,0.240000,3,22,nov-16,0.122500,10,
4600,9810,2997.500000,0.080000,1,11,nov-16,0.030000,10,
4580,9830,2997.500000,0.165000,1,12,nov-16,0.107500,10,
4600,9830,2997.500000,0.050000,1,11,nov-16,0.020000,10,
4600,9810,3012.500000,0.030667,-99,11,oct-16,0.010333,10,
4620,9810,2997.500000,0.070000,1,11,nov-16,0.020000,10,
4640,9810,2997.500000,0.090000,1,11,nov-16,0.020000,10,
4620,9830,2997.500000,0.090000,1,11,nov-16,0.030000,10,
4640,9830,2997.500000,0.120000,1,11,nov-16,0.030000,10,
4620,9810,3012.500000,0.047083,1,11,oct-16,0.011875,10,
4660,9810,2997.500000,0.227500,1,22,nov-16,0.077083,10,
4680,9810,2997.500000,0.160000,1,12,nov-16,0.050000,10,
4660,9830,2997.500000,0.140000,1,11,nov-16,0.040000,10,
4680,9830,2997.500000,0.120000,1,11,nov-16,0.030000,10,
4680,9810,3012.500000,0.180000,1,12,oct-16,0.050000,10,
4660,9830,3012.500000,0.130000,1,11,oct-16,0.040000,10,
4680,9830,3012.500000,0.130000,1,11,oct-16,0.030000,10,
4700,9810,2997.500000,0.100000,1,11,nov-16,0.030000,10,
4700,9830,2997.500000,0.040000,1,11,nov-16,0.010000,10,
4700,9810,3012.500000,0.120000,1,11,oct-16,0.040000,10,
4720,9810,3012.500000,0.040000,1,11,oct-16,0.020000,10,
4700,9830,3012.500000,0.100000,1,11,oct-16,0.040000,10,
4720,9830,3012.500000,0.040000,1,11,oct-16,0.020000,10,
4740,9810,3012.500000,0.020000,1,11,oct-16,0.010000,10,
4760,9810,3012.500000,0.030000,1,11,oct-16,0.010000,10,
4740,9830,3012.500000,0.030000,1,11,oct-16,0.020000,10,
4520,9850,2997.500000,0.420333,3,23,nov-16,0.286833,10,
4520,9870,2997.500000,0.001000,-99,11,nov-16,0.000500,10,
4540,9850,2997.500000,0.309688,3,22,nov-16,0.199531,10,
4560,9850,2997.500000,0.430854,3,23,nov-16,0.316260,10,
4540,9870,2997.500000,0.001000,-99,11,nov-16,0.000500,10,
4560,9870,2997.500000,0.139542,1,11,nov-16,0.108833,10,
4580,9850,2997.500000,0.060000,1,11,nov-16,0.030000,10,
4600,9850,2997.500000,0.060000,1,11,nov-16,0.030000,10,
4580,9870,2997.500000,0.070000,1,11,nov-16,0.030000,10,
4600,9870,2997.500000,0.070000,1,11,nov-16,0.040000,10,
4600,9870,3012.500000,0.089688,1,11,oct-16,0.053802,10,
4620,9850,2997.500000,0.070000,1,11,nov-16,0.040000,10,
4640,9850,2997.500000,0.090000,1,11,nov-16,0.030000,10,
4620,9870,2997.500000,0.090000,1,11,nov-16,0.050000,10,
4640,9870,2997.500000,0.070000,1,11,nov-16,0.030000,10,
4620,9850,3012.500000,0.068562,1,11,oct-16,0.039177,10,
4640,9850,3012.500000,0.090000,1,11,oct-16,0.040000,10,
4620,9870,3012.500000,0.080000,1,11,oct-16,0.040000,10,
4640,9870,3012.500000,0.080000,1,11,oct-16,0.030000,10,
4660,9850,2997.500000,0.110000,1,11,nov-16,0.040000,10,
4680,9850,2997.500000,0.090000,1,11,nov-16,0.030000,10,
4660,9870,2997.500000,0.100000,1,11,nov-16,0.030000,10,
4680,9870,2997.500000,0.070000,1,11,nov-16,0.030000,10,
4660,9850,3012.500000,0.110000,1,11,oct-16,0.040000,10,
4680,9850,3012.500000,0.110000,1,11,oct-16,0.040000,10,
4660,9870,3012.500000,0.090000,1,11,oct-16,0.040000,10,
4680,9870,3012.500000,0.080000,1,11,oct-16,0.030000,10,
4700,9850,3012.500000,0.070000,1,11,oct-16,0.030000,10,
4720,9850,3012.500000,0.050000,1,11,oct-16,0.030000,10,
4740,9850,3012.500000,0.050000,1,11,oct-16,0.030000,10,
4520,9890,2997.500000,0.009312,-99,11,nov-16,0.004656,10,
4520,9910,2997.500000,0.001000,-99,11,nov-16,0.000500,10,
4540,9890,2997.500000,0.022958,-99,11,nov-16,0.015229,10,
4560,9890,2997.500000,0.062187,1,11,nov-16,0.027656,10,
4540,9910,2997.500000,0.014438,-99,11,nov-16,0.013716,10,
4560,9910,2997.500000,0.082750,1,11,nov-16,0.078613,10,
4580,9890,2997.500000,0.050000,1,11,nov-16,0.030000,10,
4600,9890,2997.500000,0.060000,1,11,nov-16,0.040000,10,
4580,9910,2997.500000,0.060000,1,11,nov-16,0.030000,10,
4600,9910,2997.500000,0.070000,1,11,nov-16,0.030000,10,
4620,9890,2997.500000,0.070000,1,11,nov-16,0.030000,10,
4640,9890,2997.500000,0.080000,1,11,nov-16,0.030000,10,
4620,9910,2997.500000,0.070000,1,11,nov-16,0.030000,10,
4640,9910,2997.500000,0.070000,1,11,nov-16,0.020000,10,
4620,9890,3012.500000,0.090000,1,11,oct-16,0.050000,10,
4640,9890,3012.500000,0.070000,1,11,oct-16,0.030000,10,
4620,9910,3012.500000,0.080000,1,11,oct-16,0.040000,10,
4640,9910,3012.500000,0.080000,1,11,oct-16,0.030000,10,
4660,9890,2997.500000,0.090000,1,11,nov-16,0.040000,10,
4660,9890,3012.500000,0.100000,1,11,oct-16,0.040000,10,
4680,9890,3012.500000,0.080000,1,11,oct-16,0.040000,10,
4660,9910,3012.500000,0.090000,1,11,oct-16,0.040000,10,
4520,9930,2997.500000,0.083250,-99,11,nov-16,0.050375,10,
4540,9930,2997.500000,0.001000,-99,11,nov-16,0.000500,10,
4560,9930,2997.500000,0.087625,1,11,nov-16,0.083244,10,
4540,9950,2997.500000,0.214188,1,22,nov-16,0.140844,10,
4560,9950,2997.500000,0.048979,1,11,nov-16,0.019594,10,
4560,9950,3012.500000,0.007146,-99,11,oct-16,0.002531,10,
4580,9930,2997.500000,0.050000,1,11,nov-16,0.020000,10,
4600,9930,2997.500000,0.060000,1,11,nov-16,0.030000,10,
4580,9950,2997.500000,0.060000,1,11,dic-16,0.020000,10,
4600,9950,2997.500000,0.060000,1,11,dic-16,0.020000,10,
4580,9930,3012.500000,0.040500,-99,11,oct-16,0.015250,10,
4600,9930,3012.500000,0.073417,1,11,oct-16,0.036708,10,
4580,9950,3012.500000,0.042146,1,11,oct-16,0.021073,10,
4600,9950,3012.500000,0.064250,1,11,oct-16,0.027542,10,
4620,9930,2997.500000,0.070000,1,11,nov-16,0.030000,10,
4640,9930,2997.500000,0.110000,1,11,dic-16,0.100000,10,
4620,9950,2997.500000,0.060000,1,11,dic-16,0.020000,10,
4620,9930,3012.500000,0.080000,1,11,oct-16,0.040000,10,
4640,9930,3012.500000,0.080000,1,11,oct-16,0.040000,10,
4620,9950,3012.500000,0.080000,1,11,oct-16,0.030000,10,
4640,9950,3012.500000,0.080000,1,11,oct-16,0.040000,10,
4660,9930,3012.500000,0.080000,1,11,oct-16,0.040000,10,
4540,9970,2997.500000,0.315250,1,22,dic-16,0.217625,10,
4560,9970,2997.500000,0.370000,1,22,dic-16,0.250000,10,
4540,9990,2997.500000,0.060333,1,11,dic-16,0.033500,10,
4560,9990,2997.500000,0.070000,1,11,dic-16,0.020000,10,
4560,9970,3012.500000,0.044542,-99,11,oct-16,0.027479,10,
4580,9970,2997.500000,0.060000,1,11,dic-16,0.020000,10,
4600,9970,2997.500000,0.090000,1,11,dic-16,0.040000,10,
4580,9990,2997.500000,0.070000,1,11,dic-16,0.020000,10,
4600,9990,2997.500000,0.100000,1,11,dic-16,0.050000,10,
4580,9970,3012.500000,0.052021,1,11,oct-16,0.019552,10,
4600,9970,3012.500000,0.090000,1,11,oct-16,0.040000,10,
4580,9990,3012.500000,0.067750,1,11,oct-16,0.022625,10,
4600,9990,3012.500000,0.100000,1,11,oct-16,0.050000,10,
4620,9970,3012.500000,0.080000,1,11,oct-16,0.040000,10,
4620,9990,3012.500000,0.070000,1,11,oct-16,0.030000,10,
4600,10010,3012.500000,0.100000,1,11,oct-16,0.050000,10,
4580,10030,3012.500000,0.083500,1,11,oct-16,0.041750,10,
4600,10030,3012.500000,0.090000,1,11,oct-16,0.040000,10,
4520,8550,3027.500000,0.001000,-99,11,jun-16,0.000500,10,
4540,8550,3027.500000,0.058646,-99,11,jun-16,0.041198,10,
4560,8550,3027.500000,0.025437,-99,11,jun-16,0.014490,10,
4580,8550,3027.500000,0.039104,1,11,jun-16,0.019552,10,
4520,8570,3027.500000,0.001000,-99,11,oct-15,0.000500,10,
4540,8570,3027.500000,0.003063,-99,11,oct-15,0.001740,10,
4560,8570,3027.500000,0.016979,-99,11,jun-16,0.008490,10,
4540,8590,3027.500000,0.001000,-99,11,oct-15,0.000500,10,
4560,8590,3027.500000,0.005125,-99,11,oct-15,0.002979,10,
4580,8570,3027.500000,0.032625,-99,11,jun-16,0.014021,10,
4600,8570,3027.500000,0.027813,1,11,jun-16,0.007031,10,
4580,8590,3027.500000,0.016313,-99,11,jun-16,0.006594,10,
4600,8590,3027.500000,0.025375,1,11,jun-16,0.006437,10,
4560,8610,3027.500000,0.001000,-99,11,oct-15,0.000500,10,
4660,8610,3027.500000,0.070000,1,11,oct-15,0.030000,10,
4700,8650,3027.500000,0.120000,1,11,oct-15,0.060000,10,
4720,8670,3027.500000,0.334167,3,22,oct-15,0.259583,10,
4740,8710,3027.500000,0.195000,1,12,oct-15,0.130000,10,
4620,8770,3027.500000,0.036208,-99,11,oct-15,0.026229,10,
4640,8770,3027.500000,0.196250,3,12,oct-15,0.157708,10,
4620,8790,3027.500000,0.049625,-99,11,oct-15,0.041688,10,
4640,8790,3027.500000,0.001000,-99,11,oct-15,0.000500,10,
4660,8770,3027.500000,0.421063,3,23,oct-15,0.342719,10,
4660,8790,3027.500000,0.277354,3,22,oct-15,0.218885,10,
4680,8790,3027.500000,0.392958,3,22,oct-15,0.306688,10,
4700,8790,3027.500000,0.370000,3,22,oct-15,0.260000,10,
4780,8790,3027.500000,0.140000,1,11,oct-15,0.060000,10,
4640,8810,3027.500000,0.001000,-99,11,nov-15,0.000500,10,
4660,8810,3027.500000,0.175417,3,12,oct-15,0.111042,10,
4680,8810,3027.500000,0.260333,3,22,oct-15,0.166833,10,
4680,8830,3027.500000,0.240333,3,22,oct-15,0.126833,10,
4700,8810,3027.500000,0.320000,3,22,oct-15,0.200000,10,
4720,8810,3027.500000,0.277500,3,22,oct-15,0.187500,10,
4700,8830,3027.500000,0.360000,3,22,oct-15,0.250000,10,
4720,8830,3027.500000,0.183750,1,12,oct-15,0.093750,10,
4740,8810,3027.500000,0.150000,1,12,oct-15,0.050000,10,
4760,8810,3027.500000,0.160000,1,12,oct-15,0.080000,10,
4740,8830,3027.500000,0.140000,1,11,oct-15,0.050000,10,
4760,8830,3027.500000,0.160000,1,12,oct-15,0.070000,10,
4780,8810,3027.500000,0.120000,1,11,oct-15,0.040000,10,
4800,8810,3027.500000,0.100000,1,11,nov-15,0.030000,10,
4780,8830,3027.500000,0.130000,1,11,oct-15,0.040000,10,
4800,8830,3027.500000,0.110000,1,11,oct-15,0.030000,10,
4700,8850,3027.500000,0.303229,3,22,oct-15,0.222552,10,
4720,8850,3027.500000,0.130000,1,11,oct-15,0.040000,10,
4720,8870,3027.500000,0.110083,1,11,oct-15,0.036708,10,
4740,8850,3027.500000,0.140000,1,11,oct-15,0.040000,10,
4760,8850,3027.500000,0.140000,1,11,oct-15,0.060000,10,
4740,8870,3027.500000,0.170000,1,12,oct-15,0.070000,10,
4760,8870,3027.500000,0.153750,1,12,oct-15,0.052917,10,
4780,8850,3027.500000,0.229167,1,22,oct-15,0.117917,10,
4800,8850,3027.500000,0.132083,1,11,oct-15,0.048750,10,
4800,8870,3027.500000,0.130000,1,11,oct-15,0.050000,10,
4740,8890,3027.500000,0.137104,1,11,oct-15,0.078344,10,
4760,8890,3027.500000,0.150000,1,12,oct-15,0.070000,10,
4760,8910,3027.500000,0.140000,1,11,oct-15,0.070000,10,
4780,8890,3027.500000,0.130000,1,11,oct-15,0.040000,10,
4800,8890,3027.500000,0.140000,1,11,oct-15,0.060000,10,
4780,8930,3027.500000,0.160000,1,12,nov-15,0.090000,10,
4900,9230,3042.500000,0.100000,1,11,oct-16,0.030000,10,
4880,9250,3027.500000,0.150000,1,12,oct-16,0.060000,10,
4860,9270,3027.500000,0.140000,1,11,oct-16,0.060000,10,
4880,9270,3027.500000,0.150000,1,12,oct-16,0.060000,10,
4880,9270,3042.500000,0.100917,1,11,oct-16,0.036708,10,
4900,9250,3042.500000,0.100000,1,11,oct-16,0.030000,10,
4900,9270,3042.500000,0.107729,1,11,oct-16,0.039177,10,
4840,9290,3027.500000,0.110000,1,11,oct-16,0.050000,10,
4820,9310,3027.500000,0.100000,1,11,oct-16,0.040000,10,
4840,9310,3027.500000,0.100000,1,11,oct-16,0.050000,10,
4860,9290,3027.500000,0.120000,1,11,oct-16,0.050000,10,
4880,9290,3027.500000,0.130000,1,11,oct-16,0.060000,10,
4860,9310,3027.500000,0.120000,1,11,oct-16,0.050000,10,
4880,9310,3027.500000,0.130000,1,11,oct-16,0.050000,10,
4880,9290,3042.500000,0.073667,1,11,oct-16,0.026833,10,
4860,9310,3042.500000,0.044146,-99,11,oct-16,0.016135,10,
4880,9310,3042.500000,0.040667,-99,11,oct-16,0.017000,10,
4900,9290,3042.500000,0.073667,1,11,oct-16,0.026833,10,
4900,9310,3042.500000,0.049375,-99,11,oct-16,0.015312,10,
4760,9330,3027.500000,0.090000,1,11,sept-16,0.020000,10,
4740,9350,3027.500000,0.110000,1,11,sept-16,0.020000,10,
4760,9350,3027.500000,0.090000,1,11,sept-16,0.010000,10,
4760,9350,3042.500000,0.000000,-99,11,sept-16,0.000000,10,
4780,9330,3027.500000,0.100000,1,11,sept-16,0.020000,10,
4800,9330,3027.500000,0.100000,1,11,sept-16,0.030000,10,
4780,9350,3027.500000,0.100000,1,11,sept-16,0.020000,10,
4800,9350,3027.500000,0.100000,1,11,sept-16,0.030000,10,
4780,9350,3042.500000,0.001000,1,11,sept-16,0.000300,10,
4800,9350,3042.500000,0.053667,1,11,sept-16,0.013500,10,
4820,9330,3027.500000,0.090000,1,11,oct-16,0.040000,10,
4840,9330,3027.500000,0.090000,1,11,oct-16,0.030000,10,
4820,9350,3027.500000,0.080000,1,11,oct-16,0.030000,10,
4840,9350,3027.500000,0.070000,1,11,oct-16,0.020000,10,
4840,9330,3042.500000,0.028813,-99,11,oct-16,0.009719,10,
4820,9350,3042.500000,0.025437,-99,11,sept-16,0.007406,10,
4840,9350,3042.500000,0.008375,-99,11,oct-16,0.002938,10,
